,country,iso_code,SE.XPD.TOTL.GB.ZS,NY.GDP.MKTP.CD,NY.GDP.MKTP.PP.CD,NY.GDP.PCAP.CD,NY.GDP.PCAP.PP.CD,IT.NET.USER.P2,SP.POP.GROW,SP.POP.TOTL,Oxford/AstraZeneca,Pfizer/BioNTech,Sinovac,Sputnik V,Sinopharm/Beijing,Johnson&Johnson,Moderna,Sinopharm/Wuhan,Covaxin,CanSino,EpiVacCorona,january_total_vaccinations,february_total_vaccinations,march_total_vaccinations,april_total_vaccinations,may_total_vaccinations,january_daily_vaccinations,february_daily_vaccinations,march_daily_vaccinations,april_daily_vaccinations,may_daily_vaccinations,religiousity%,population,urban_population_percent,Health_exp_pct_GDP_2016,Health_exp_public_pct_2016,Health_exp_out_of_pocket_pct_2016,Health_exp_per_capita_USD_2016,per_capita_exp_PPP_2016,External_health_exp_pct_2016,Physicians_per_1000_2009-18,Nurse_midwife_per_1000_2009-18,Specialist_surgical_per_1000_2008-18,Completeness_of_birth_reg_2009-18,Completeness_of_death_reg_2008-16
54,Indonesia,IDN,16.288010597229,583491585360.9196,1894966592346.4487,2392.0122869778543,7838.579444079989,9.7045634724375,1.3159158486277545,237798129.06249997,1,0,1,0,0,0,0,0,0,0,0,0.18818990636957222,0.98173390737469,4.2605658931914,7.323706126470232,7.797835531245194,0.007302800110607337,0.02570107574437817,0.09945550886022887,0.10278024161433148,0.08073560506565022,82,274021604,56,3.1,44.7,37.3,111.6,362.7,0.4,0.4,2.1,0.0,72.0,0.0
55,Iran,IRN,20.6757661183675,352376281345.9236,1161858909015.4304,4718.887925247581,15680.1923887847,18.635991681874998,1.2114871785411825,73482532.25,1,0,0,1,1,0,0,0,0,0,0,0.0,0.011879739637448641,0.38002099126234457,1.2689023140770557,1.5617592796715118,0.0,0.0026282509693136375,0.010740625893180379,0.02300582859229754,0.06730555589643808,83,84176929,76,8.1,54.5,38.8,415.4,1563.8,0.0,1.1,1.9,5.0,99.0,0.0
56,Ireland,IRL,12.82527307363655,224980353321.21338,203895171254.7782,50840.43030804132,46008.56367158995,59.530431390625,1.4164576367412192,4381977.125,1,1,0,0,0,0,1,0,0,0,0,4.038593429463176,8.889392870851724,17.493699046362366,31.790865542530856,33.470318056413774,0.11262197244295397,0.1678711845203769,0.26509520795896974,0.4391502082530281,0.5920187853212693,45,4947267,63,7.4,72.1,13.0,4758.6,5299.7,0.0,3.1,14.3,72.0,100.0,100.0
57,Israel,ISR,13.334427220480764,211422738571.8324,219529532155.04242,27853.4227552299,29155.705605458545,50.674569075,1.9174373035360632,7435518.75,0,1,0,0,0,0,1,0,0,0,0,57.054333130879385,93.49112296490287,115.71705165755854,120.40159626350908,120.86358763830272,1.4809208502090332,1.3645579406843686,0.7827771912286767,0.1730587533945412,0.0907970029134394,30,8678517,93,7.3,62.5,23.0,2837.1,2843.0,1.5,3.2,5.2,75.6,100.0,100.0
58,Italy,ITA,9.007445482107308,1926168125988.0886,1981396298877.028,32653.539556685526,33585.08821104704,45.134116326249995,0.3891845400674622,58878521.8125,1,1,0,0,0,1,1,0,0,0,0,3.34281479339381,7.266860431788453,17.144792044672574,33.13406743717764,37.46211641508,0.09436927313920217,0.13443183541437298,0.2962281335580118,0.5006631672918386,0.7180402045118978,74,60446035,69,8.9,74.5,23.1,2738.7,3427.3,0.0,4.1,5.9,142.4,100.0,100.0
59,Jamaica,JAM,17.6772883960179,12427012919.117577,21905563452.79053,4441.464715737167,7836.578398806565,24.3490993804375,0.5069636855939801,2790202.875,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.1135748485960015,4.57149471102564,0.0,0.0,0.0,0.06465042912171648,0.14221051667874252,0.0,70,2963429,55,6.1,60.6,22.4,296.2,535.7,1.2,1.3,1.1,11.2,98.0,0.0
60,Japan,JPN,9.82359922849215,4946141709494.586,4391250811530.123,38747.42404347853,34407.60797164182,72.27541235999999,0.007461023855180798,127637469.4375,0,1,0,0,0,0,0,0,0,0,0,0.0,0.022569877265592838,0.7932595919881984,2.7606915359764237,3.3205827107208945,0.0,0.0018246555174584605,0.02187057675938088,0.05965348564211154,0.08213599989405686,13,126407422,92,10.9,83.6,13.5,4233.0,4592.4,0.0,2.4,11.5,37.4,100.0,100.0
61,Kazakhstan,KAZ,12.380171418190011,121305728299.60764,296731670981.90186,7351.106182664415,18182.72365388603,28.8123406424375,1.1173126206704334,16042534.6875,0,0,0,1,0,0,0,0,0,0,0,0.0,0.11848911129499287,0.5846061629538325,8.290283547409011,10.767399029010061,0.0,0.0058413921602739225,0.03475753062728465,0.18850561370554883,0.46518163927936895,64,18815231,58,3.5,58.8,35.6,262.0,858.8,1.2,3.3,8.5,73.2,100.0,91.0
62,Kenya,KEN,22.0534267425537,36861061277.09419,95833146648.39813,879.0880317236555,2342.190722406227,8.324680297250001,2.7022294379599003,39959105.375,1,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.29974945310469453,1.5806947055034954,0.0,0.0,0.0,0.008012641222859456,0.045663207255698786,0.0,94,53968739,28,4.5,36.2,27.7,66.2,143.5,19.5,0.2,1.5,2.4,66.9,0.0
63,Kyrgyzstan,KGZ,17.179701600755966,4488634898.631099,14357594486.175388,810.3218105046409,2616.9995703866616,15.826194325125,1.3533753448122683,5412475.0,0,0,0,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.42580535110370377,0.0,0.0,0.0,0.0008253818996194989,0.012573426781703652,0.0,72,6542426,36,6.6,39.1,57.6,72.9,240.2,3.3,1.9,6.4,50.1,98.0,96.0
64,Laos,LAO,12.395773190718442,6918100517.87366,23186547309.099777,1090.8163189337754,3719.037271369634,6.745802360375,1.4847410829942418,6087606.3125,0,0,0,1,1,0,0,0,0,0,0,0.0,0.0,0.5584666544732313,2.5280858052233057,0.0,0.0,0.0,0.04347041990480528,0.046793767375619105,0.0,97,7293542,36,2.4,32.4,46.4,55.2,154.6,18.1,0.5,1.0,3.7,73.0,0.0
65,Latvia,LVA,14.83239364624023,23216967259.804527,37258127021.81034,11026.544140855507,17661.43603369462,56.57585097175,-1.179343055008999,2144428.4375,1,1,0,0,0,1,1,0,0,0,0,1.2644973884513877,3.344705292370198,7.444135384040017,16.686552543338106,19.14016515016936,0.036365569371612005,0.06654849988494979,0.12437741034784411,0.27017168081166965,0.4328498391422051,40,1882408,69,6.2,54.6,44.6,874.2,1589.7,0.0,3.2,4.8,67.6,100.0,100.0
66,Lebanon,LBN,7.015822490056356,32842203661.119408,59860618028.99685,7146.177833158774,13147.578558488887,36.1170628434375,3.8670507898524216,4465733.6875,1,1,0,1,1,0,0,0,0,0,0,0.0,0.5952073731637766,3.171360133818653,6.770199777829131,7.473706652340126,0.0,0.02929445792771118,0.07665101233730574,0.12028145944599608,0.10451405303088065,80,6819976,78,8.0,52.1,32.1,662.1,1147.4,0.8,2.3,2.6,87.4,100.0,0.0
67,Lithuania,LTU,14.28333619924693,34497468572.24059,61183951212.63227,11135.869340103047,19720.782306258956,50.396054330249996,-1.234487387684442,3166967.8125,1,1,0,0,0,1,1,0,0,0,0,3.4791591476573833,8.824972195010568,19.136240765429008,36.2581849786767,40.77968136586947,0.09359963713924496,0.18342086073935493,0.31070664946135185,0.5259329095681081,0.727668235530971,42,2715340,71,6.7,65.6,32.3,987.9,1978.3,1.0,4.3,7.9,130.9,100.0,100.0
68,Luxembourg,LUX,9.40801970163981,47586187902.920616,41723991064.13587,93634.93614094063,82019.4605468573,77.70485843750001,1.8113067351457486,500634.1875,1,1,0,0,0,0,1,0,0,0,0,1.9799140996393203,6.0208314747078235,15.239189171966405,30.49510597351618,35.088353746351785,0.05036275573487894,0.13953915494291214,0.2762140199222728,0.5055833110298272,0.608344060257701,39,627704,88,6.2,81.2,11.2,6271.4,6374.2,1.2,3.0,12.3,80.8,100.0,100.0
69,Malaysia,MYS,19.955415930066792,217696635483.68787,557439837537.106,7744.173686861594,19955.8957841962,53.600004370624994,1.8529881066374705,27416801.25,0,1,1,0,0,0,0,0,0,0,0,0.0,0.011036791576326057,2.152491896359101,4.382851748482125,4.62497675876746,0.0,0.0033207999980351638,0.059630895817537624,0.07843921762959127,0.06918752946548459,72,32436963,78,3.8,50.5,37.6,361.5,1052.5,0.0,1.5,4.1,11.4,0.0,56.0
70,Mali,MLI,17.36027081807454,9349676787.260424,25366118922.59466,622.9334740666204,1721.9334000037518,2.8446877488125,3.094570034990948,14456351.0625,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.2452705200690491,0.0,0.0,0.0,0.0005258991573129521,0.00895503051050653,0.0,95,20346106,44,3.8,31.6,35.3,29.8,81.2,32.2,0.1,0.4,1.1,86.7,0.0
71,Malta,MLT,14.296546618143708,8073550382.512951,11158602751.519312,19451.04115798998,26899.87426157239,52.83279632624999,0.7090132194191014,412272.4375,1,1,0,0,0,0,1,0,0,0,0,6.283870967741935,18.02467458970006,44.68205998868138,76.02671194114318,81.36479909451046,0.25115261271458217,0.3948742824803946,0.7889807766033189,1.0679418977551405,0.9484097340124505,86,441750,93,9.3,63.1,34.8,2327.8,3511.1,0.0,3.8,9.0,113.5,100.0,99.9
72,Mauritania,MRT,11.929588726588664,3605966178.712933,11173008197.874887,995.2628432118624,3125.73289288868,4.5226575571875,2.888372895735873,3493291.6875,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.15071389949194555,0.0,0.0,0.0,0.004068718514275313,0.0063648082021558255,0.0,98,4669775,57,4.2,36.7,50.9,46.8,163.9,8.2,0.2,1.0,0.0,66.0,0.0
73,Mexico,MEX,20.001341547284806,999355090355.7509,1649467032353.6775,8646.15139172152,14198.89919146868,29.020362969812503,1.413828947790418,114815806.6875,1,1,1,1,0,0,0,0,0,1,0,0.5212879968717471,1.9007281078582055,6.078264634722684,13.997492436633571,15.446105534808272,0.01612151155490533,0.03956513572261762,0.12112140637894304,0.26247314296397917,0.24194395758612322,68,129166028,84,5.5,52.1,40.4,461.8,971.8,0.0,2.2,2.9,0.0,95.0,99.0
74,Moldova,MDA,19.369909433218155,4959758402.192666,13033090213.983269,1389.9696082003115,3648.1412705198104,29.2799708646875,-0.15225476452698758,3579186.375,1,1,0,0,1,0,0,0,0,0,0,0.0,0.0,0.9999518884287703,3.653379441082421,4.2610980250944,0.0,0.0,0.029899348351822303,0.08154415327850598,0.08406298416401846,72,4032294,43,9.0,48.8,46.3,171.2,480.4,3.7,3.2,4.5,86.1,100.0,90.0
75,Morocco,MAR,17.3829650878906,81460627836.69104,193859955241.00613,2474.516707121187,5892.9267866902655,33.196025065250005,1.25705169539232,31984105.0625,1,0,0,0,1,0,0,0,0,0,0,0.3406729057754981,9.727841823082395,21.61542549613331,25.185607251076796,26.17491055443596,0.08922385627453522,0.3057059413138467,0.3953988769676669,0.1270280943031631,0.16776734657768652,93,36985624,64,5.8,46.9,48.6,171.5,465.7,0.7,0.7,1.1,3.7,96.0,24.3
76,Mozambique,MOZ,19.61397590637208,10415611099.637768,20508017948.807888,433.44067713459077,846.2016134923305,4.6138104468125,2.92045776109983,23381962.3125,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.1825069108508599,0.0,0.0,0.0,0.0,0.014475445095863099,0.0,0.0,86,31398811,38,5.1,53.3,7.7,19.2,61.6,38.1,0.1,0.4,0.5,55.0,0.0
77,Namibia,NAM,22.96822834014892,9032564889.659573,17256696379.102425,4110.474397019261,7855.359347103842,9.9557102695625,1.6667504413368461,2159267.3125,1,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.05889362383335891,0.7849213489582576,0.0,0.0,0.0,0.0025083179466477688,0.01798001540415504,0.0,92,2548663,55,9.1,61.9,7.7,402.8,969.3,7.0,0.4,2.8,6.1,78.0,0.0
78,Nepal,NPL,20.05505599975587,13384191852.12849,49496338295.22976,492.96544254572615,1837.5419773644267,6.4095780131875,1.2468861718207866,26621794.875,1,0,0,0,1,0,0,0,0,0,0,0.0,1.3764287500415737,5.474728039462935,7.156533697840726,0.0,0.053783500146015566,0.07165331390274142,0.11356528599279485,0.04474869170130752,0.0,93,29225196,21,6.3,18.6,55.4,45.5,156.0,11.7,0.7,2.7,3.0,56.2,0.0
79,Netherlands,NLD,11.641989367348806,749608637708.7683,707866003881.9941,45262.77934923359,42733.712038620244,82.11632581625,0.4148322957182734,16526064.8125,1,1,0,0,0,1,1,0,0,0,0,2.0040551772932473,7.796427206324004,13.8759495644033,30.71986980869401,32.97160979197673,0.08244064828699212,0.19566602968454053,0.22683525192438342,0.5414889502758133,0.5152919713650066,26,17141544,92,10.4,81.0,11.5,4742.0,5251.2,0.0,3.5,11.1,49.0,100.0,100.0
80,Netherlands,NLD,11.641989367348806,749608637708.7683,707866003881.9941,45262.77934923359,42733.712038620244,82.11632581625,0.4148322957182734,16526064.8125,1,1,0,0,0,1,1,0,0,0,0,2.0040551772932473,7.796427206324004,13.8759495644033,30.71986980869401,32.97160979197673,0.08244064828699212,0.19566602968454053,0.22683525192438342,0.5414889502758133,0.5152919713650066,26,17141544,92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,New Zealand,NZL,17.778226598103824,135868800142.46376,130943339048.57744,31350.66927980847,30349.30149097671,73.540605873125,1.2246059925746993,4276962.5,0,1,0,0,0,0,0,0,0,0,0,0.0,0.1391379329267775,1.5251331481060033,5.63760232146433,6.31390917537944,0.0,0.006739555397554606,0.03735680051785826,0.12556582379741152,0.18202447245518294,33,4829021,87,9.2,78.7,13.6,3745.2,3664.7,0.0,3.0,11.0,43.0,100.0,100.0
82,Nicaragua,NIC,17.776153246561666,8554772863.176544,22640229233.15391,1498.50234721588,3975.2859095941344,8.7945409908125,1.2603598213071718,5628134.75,1,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,2.0356805248509544,0.0,0.0,0.0,0.020424693177056648,0.04724637790323249,0.0,84,6638075,57,8.7,61.3,32.2,188.2,484.5,4.6,1.0,1.6,15.5,85.0,68.0
83,Niger,NER,17.93012086550395,5109846360.790369,12680893472.965996,311.01829775374694,782.9519649056814,1.0581508931875,3.7459264015617775,15786846.25,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.005610670098019968,0.0,0.0,0.0,0.0002094759699846401,0.0002793012933128534,0.0,99,24346468,17,6.2,24.3,58.5,22.7,61.4,13.0,0.1,0.3,0.4,63.9,0.0
84,North Macedonia,MKD,8.64087963104248,8243929751.697517,21071222406.8357,3983.9258176773596,10183.932694754512,43.460946649250005,0.14087913707556426,2066155.9375,1,1,0,1,0,0,0,0,0,0,0,0.0,0.0,0.37127542588675305,2.9569075708987267,3.555604194956318,0.0,0.008374050677849494,0.008573313731613536,0.07752064494565426,0.0865429337910557,88,2083359,59,6.3,63.6,35.4,327.8,934.6,0.7,2.9,3.8,61.2,100.0,100.0
85,Norway,NOR,16.194649109473584,374106838837.31885,265284856033.6648,76766.93076715592,54490.94485555182,87.110741523125,0.9556444594103014,4831127.375,1,1,0,0,0,0,1,0,0,0,0,2.3883716483494624,9.231193196617761,18.030543451950912,32.15729524071979,34.036953214773476,0.06628817938921676,0.23061483060149382,0.2654236841721519,0.4283681311711037,0.5684639521761988,21,5428594,83,10.5,85.1,14.5,7477.9,6203.5,0.0,4.6,18.1,67.2,100.0,100.0
86,Pakistan,PAK,12.627890904744467,168978027400.40576,680299786768.2909,987.1722690054414,4025.8564686216264,8.0380214696875,2.0794092443435273,166204307.4375,0,0,1,1,1,0,0,0,0,1,0,0.0,0.03288709178037721,0.3609900033520178,0.9475987587990466,1.4214531891740811,0.0,0.0022709613710872956,0.008659757167104806,0.020534435020675063,0.0539816328737532,88,221612785,35,2.8,27.9,65.2,39.6,144.1,4.1,1.0,0.5,5.5,42.2,0.0
87,Panama,PAN,15.402909914652518,29086323806.25,53826831257.4257,7916.253688738929,14755.77329142344,29.887228748125,1.7881925246056574,3553703.25,1,1,0,0,0,0,0,0,0,0,0,0.2027600515544937,2.754688999550655,8.281379729912148,15.552472600117975,16.901039595996206,0.025605044130128866,0.06794413247993863,0.19570641282236392,0.22095575522340588,0.21267615530698777,81,4326296,68,7.3,65.6,27.4,1040.7,1750.3,0.7,1.6,1.4,26.2,96.0,90.0
88,Paraguay,PRY,19.865748643875136,17531171152.38498,41883093225.376366,2805.4009473670867,6785.807302615383,20.143706492625,1.4853849930796375,6081997.375,0,0,0,1,0,0,0,0,0,0,0,0.0,0.021280010095762844,0.6768470272273601,1.907603903042062,2.0068546536136216,0.0,0.003380527573562589,0.01829365080744101,0.036601337548668754,0.05899921273756207,92,7147553,62,8.0,51.6,37.9,327.2,767.8,0.0,1.4,1.2,20.5,69.0,81.0
89,Peru,PER,14.760795466105133,127261390698.39952,264855144425.97644,4307.305021630782,9011.82788119512,27.622340801062503,1.2739124733052332,28909531.75,1,1,0,0,1,0,0,0,0,0,0,0.0,0.9601693617024109,3.0754236334527487,5.2190771187512235,5.73187566033996,0.0,0.05290510853319515,0.06570042482408982,0.06230994006866299,0.13427992940801498,82,33050211,79,5.1,64.1,28.3,316.4,681.0,0.3,1.3,1.4,42.9,98.0,69.0
90,Philippines,PHL,13.569663259718155,179874824089.07016,493039954788.4664,1909.210975530813,5283.626523882028,21.651245523062503,1.7577024111611874,91535548.6875,1,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.6727768553245823,1.748015420586395,1.9386130555346444,0.0,0.0,0.020094867483515872,0.03463193522643771,0.03035081641022929,86,109830324,47,4.4,31.5,53.9,129.4,342.3,2.2,1.3,0.2,9.6,91.8,90.0
91,Poland,POL,11.664078576224185,402648999504.8559,725727805554.5157,10572.274338507126,19056.270235390606,49.3667228716875,-0.050949415256079725,38107839.875,1,1,0,0,0,1,1,0,0,0,0,3.1102726520382076,8.817176765240225,16.572673008493428,30.314550326109753,34.446629564984825,0.0880171458398547,0.19418902029500468,0.23987199059164457,0.4366629311280045,0.590123933465392,86,37839255,60,6.5,69.7,22.9,809.0,1784.4,0.2,2.4,5.7,67.9,100.0,100.0
92,Portugal,PRT,10.874712875911172,207577952588.24414,265947845938.01202,19799.786168609124,25388.779863117074,46.314324876250005,0.021048908326098355,10475411.8125,1,1,0,0,0,0,1,0,0,0,0,3.304459667941891,8.64275979896401,17.128289130580473,32.22307141240235,36.06579816392414,0.08979321258117594,0.1702281093531116,0.271359800168693,0.4787388410506666,0.5986807123529239,60,10191409,66,9.1,66.4,27.8,1800.9,2778.4,0.0,3.3,6.4,86.1,100.0,100.0
93,Qatar,QAT,12.285947118486684,105758760218.06317,180758048603.09692,62703.77973106083,112851.92051222603,50.9821208031875,9.172671022925256,1517032.4375,0,1,0,0,0,0,0,0,0,0,0,1.7305325471639341,4.845491132059015,28.25904272477195,53.861198829883115,59.961949050352956,0.04956915098644152,0.20332397725032025,0.5895053539550886,0.8385110867144479,0.9700154086618,95,2889284,96,3.1,81.6,8.6,1827.1,3926.1,0.0,0.0,6.6,14.5,100.0,77.0
94,Romania,ROU,10.0683673511852,142182420755.46042,304481644559.33044,6970.517533293187,14911.227349648954,32.7143944593125,-0.8130611472127534,20691013.5625,1,1,0,0,0,1,1,0,0,0,0,3.598382022677746,7.977638679904373,16.072625577373216,27.273270420088714,29.083429648942094,0.10040714184581553,0.16350785224003975,0.24075566914774493,0.36137002291867376,0.3796632228979119,77,19214608,55,5.0,78.2,20.7,476.4,1152.2,0.0,2.3,6.1,60.5,0.0,100.0
95,Russia,RUS,11.123395085334758,1275429450983.2144,2585009547355.791,8805.291798217806,17845.708474264007,36.6299953125625,-0.09685047687458113,143729756.6875,0,0,0,1,0,0,0,0,0,0,1,0.6851871661374144,0.6851871661374144,7.7930255675398445,13.590270846538601,14.51069715574148,0.041289621762370506,0.060665101315474396,0.12970000699624723,0.1852661590818412,0.17144010984993732,70,145945524,74,5.3,57.0,40.5,469.1,1329.3,0.0,4.0,8.6,63.1,100.0,100.0
96,Rwanda,RWA,17.353869915008538,4933927321.292286,12759490959.128069,474.2991899581477,1238.4185172370971,6.454434163933333,2.4709957059557883,9950316.375000002,1,1,0,0,0,0,1,0,0,0,0,0.0,0.0,2.682951715926957,2.690217982618321,2.694785350252893,0.0,0.0297735689598532,0.07622200902052378,0.00021504048515183892,0.00046006873760137185,95,13005303,18,6.8,33.9,6.4,48.1,130.4,50.6,0.1,0.8,0.8,56.0,0.0
97,Saudi Arabia,SAU,20.56967408316476,478445385580.1192,1198728467229.4338,17388.060678342146,44287.99759448234,36.034203829187504,2.756740490452906,26539880.187500004,1,1,0,0,0,0,0,0,0,0,0,1.1219952178915555,2.2364874152372107,12.648236222933045,26.399468033264938,28.83727933771276,0.039883775926481776,0.026491600934714372,0.3203303396901455,0.4319094630555069,0.5021847951656292,93,34905942,84,5.7,67.8,14.3,1147.3,3117.2,0.0,2.4,5.7,0.0,0.0,51.0
98,Senegal,SEN,20.324385129488434,11296928494.680042,26113670205.769875,882.2760913325875,2046.3762245316575,9.1963227444375,2.7762426993166707,12535652.6875,0,0,0,0,1,0,0,0,0,0,0,0.0,0.16066326132862416,1.5505806515835392,2.446062177241108,2.5093926877581647,0.0,0.017912637756709118,0.042574638248460576,0.03359173172712094,0.011306329639727492,96,16816539,49,5.5,34.6,51.8,52.6,141.7,6.2,0.1,0.3,1.1,77.4,0.0
99,Serbia,SRB,10.283814430236813,34707499148.75107,79777770879.50578,4768.768558460161,10960.556240362517,43.30379318538462,-0.3937606472096116,7313797.75,1,1,0,1,1,0,0,0,0,0,0,5.009459882458999,16.454800957636287,27.996476037732325,40.25395022678177,42.55032108853417,0.18029268082611993,0.4022575047858172,0.36215225184158645,0.3878912588257971,0.45601073528772285,72,8731081,56,9.1,58.0,40.5,494.4,1322.6,0.1,3.1,6.1,86.7,99.0,90.0
100,Slovakia,SVK,9.781896523066933,77276285606.40053,119268558655.07687,14322.922537519453,22100.811399925093,62.53446932124999,0.046203446972481396,5391843.3125,0,1,0,0,0,0,0,0,0,0,0,2.732820901560756,8.25805858454474,18.25558793789648,29.252291483558295,31.87592042576439,0.09378672006103071,0.18808363401850456,0.3055297625837896,0.3577541522827963,0.447252976085276,47,5460109,54,7.1,79.8,17.8,1178.7,2172.2,0.0,2.5,9.2,53.9,100.0,100.0
101,Slovenia,SVN,12.759721535902752,41871879815.227264,54628933983.05813,20584.248011794116,26862.931975521264,56.799522656250005,0.23413044558050297,2029667.375,1,1,0,0,0,0,0,0,0,0,0,3.913007716731546,8.48801989813318,17.82024820718147,30.53758341193725,33.7984472260315,0.10384234682059094,0.15484689914184252,0.2828825344527339,0.40440169075770327,0.4866067112428204,47,2078989,55,8.5,72.3,12.0,1834.2,2772.2,0.0,3.0,9.7,66.7,100.0,100.0
102,South Africa,ZAF,19.299001966203964,285867553155.1726,564189896097.5819,5632.407860860332,11135.968450379029,23.154370328937503,1.3709699020297337,50170052.85795866,0,0,0,0,0,1,0,0,0,0,0,0.0,0.11865896043229164,0.44396456904380244,0.5344439822348893,0.6159508283809378,0.0,0.007215171324566652,0.010252323224892224,0.003514886349026352,0.009799665106043444,91,59436725,67,8.1,53.7,7.8,428.2,1071.3,1.9,0.9,3.5,11.4,89.0,91.0
103,Spain,ESP,10.477983610970629,1235770506452.2651,1381499591620.819,27298.2454194153,30575.950880027725,56.725915934999996,0.8454386055605051,44941941.9375,1,1,0,0,0,1,1,0,0,0,0,3.4416820401565675,8.18997099532529,17.184574697196073,34.998507206684295,39.54315391725648,0.11620690200902606,0.1587203479949916,0.2674117286089886,0.5759213008488961,0.7627994194787713,37,46757980,80,9.0,71.2,23.8,2389.9,3259.8,0.0,4.1,5.5,79.9,100.0,100.0
104,Sri Lanka,LKA,9.346761431012837,46606526098.68277,160526378790.08517,2299.4752813900996,7965.827978300822,11.410233624437499,0.8001779651705795,19920812.5,1,0,0,0,1,0,0,0,0,0,0,0.27604686552830116,2.1762595215728986,4.261609400731813,4.449401907791182,5.077672888617605,0.05123438037385838,0.06833139570270659,0.07312485493146172,0.007065357473239887,0.07154566925055193,99,21428970,18,3.9,43.1,50.1,153.1,491.5,1.1,1.0,2.1,2.8,0.0,0.0
105,Sudan,SDN,8.895031929016119,51941117821.16599,127245624530.67209,1321.1203855823555,3246.363378326528,12.998205031461538,2.3326323429834614,33500775.3125,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.31855826391277836,0.0,0.0,0.0,0.0035974952808521784,0.0099856480915007,0.0,93,44019263,35,5.7,19.5,73.9,152.0,297.9,2.2,0.4,0.8,2.7,67.0,0.0
106,Sweden,SWE,13.322576454707542,451092319666.14246,373314530990.3446,48224.57669647613,39912.60705826487,85.395391704375,0.687109532167032,9305906.8125,1,1,0,0,0,0,0,0,0,0,0,3.264088968078184,8.364673692485622,15.920780460747046,32.31274689712888,35.24754572916371,0.09181977851931895,0.17263061239891447,0.2670319110063712,0.4991144450709824,0.45329321292595337,19,10110233,88,10.9,83.5,15.2,5710.6,5386.7,0.0,5.4,11.5,113.1,100.0,100.0
107,Switzerland,CHE,15.762522833687921,527484599143.7802,393715951927.54755,67501.87468486863,50466.57422282578,77.3636032425,0.956333626574297,7735847.625,0,1,0,0,0,0,1,0,0,0,0,3.6322984577551622,9.308075653026357,17.62511950969435,31.384189119872048,32.219040425867064,0.1732234238423932,0.20064934802665477,0.2503900612902537,0.4288231898909271,0.6085546149927039,38,8665615,74,12.2,62.8,29.6,9836.0,7867.4,0.0,4.2,17.3,94.8,100.0,100.0
108,Thailand,THA,19.944121727576608,285605079017.51337,825990265805.5172,4256.155465429675,12343.40537270486,21.672602754625,0.5603644795400482,66544400.8125,1,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.25844907157630304,2.115224863809696,2.36540680721892,0.0,0.00011456266297702336,0.007298796497190591,0.05410746837961906,0.06000744552293576,94,69830779,51,3.7,78.1,12.1,221.9,635.0,0.2,0.8,3.0,13.1,100.0,0.0
109,Togo,TGO,20.525761286417634,2964536700.2975965,7552632804.895174,458.01829668000556,1181.6460172817847,3.4206250000000002,2.6593306222693984,6289794.3125,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.506465338312156,1.9251747156216137,0.0,0.0,0.0,0.03209601063935251,0.04743432319541518,0.0,80,8310934,43,6.6,20.0,50.4,38.8,99.9,20.7,0.0,0.3,0.5,78.0,0.0
110,Trinidad and Tobago,TTO,12.3859799702962,19800572511.847523,36405958915.570854,14932.000024285313,27480.878950577615,43.460713108125006,0.46061469864177407,1318962.6875,1,0,0,0,0,0,0,0,0,0,0,0.0,0.07077140835102619,0.07077140835102619,3.0318871256738813,4.158016629495609,0.0,0.0048867672769412635,0.00685806069662462,0.0846590772484324,0.10602618661132547,92,1400283,52,6.5,52.8,40.1,1063.8,2180.5,0.1,2.7,3.5,30.9,97.0,85.0
111,Tunisia,TUN,25.615755601362746,38229972377.64142,98257956018.57025,3611.317354233765,9261.094796570718,27.038320192437503,1.0115945532744746,10516038.875,0,1,1,1,0,0,0,0,0,0,0,0.0,0.0,0.44838992972755387,3.1426146701353845,3.7541645136393678,0.0,0.0,0.02141948956065405,0.0833333474100074,0.10949231236229845,93,11839918,70,7.0,56.6,39.9,256.5,806.3,0.1,1.3,2.6,11.5,99.0,37.0
112,Turkey,TUR,8.737552983420226,648788281158.8667,1194892007559.122,8925.359899405224,16412.867375980026,32.1236190650625,1.4310899102986707,71336224.375,0,1,1,0,0,0,0,0,0,0,0,2.350708666522209,10.116397913667164,18.740447909002402,27.003758069551914,28.95751066128066,0.15083602180763564,0.2613300118817678,0.26816936290568416,0.27351610788313846,0.3248247951662794,79,84495243,76,4.3,78.4,16.5,468.6,1089.2,0.0,1.8,2.6,47.6,99.0,78.0
